Review,Sentiment
quality and quantity should be much more,1
Too spicy and dry wings fry,0
Order marked delivered but no lokoja delivered my order where is my order,1
food online through swiggy Mayo in Shawarma plate had garlic peels in it Combo noodles had chilli chicken in which i could find only blokojas and no meat,0
Butter naan is below average Rice was of low quality chicken was not hygienic The restaurant was a let down I dont suggest this restaurant especially if youre planning to order something vegetarian,0
ihorrible poor,0
mushroom chilly was too salty and less quantity,0
It was Cold when received  No spoon,0
fijw,1
I found a ring in the kebab,1
I didnt receive my order,1
food not baked,1
below average food,0
Not got my order onlythe delivery executive has switched off mobile,1
taste portion,1
pack the lassi in glass and it should be cold,0
we food starters nd they delivered gravy,1
Quantity is not at all preferable and didnt expect this type of food,1
not same as yesterday food too much spicy,1
Gravy was not taste,1
tomato chat was not as expected but was ok,1
not enough dal given,1
I food rajma ricebut they send dal riceand the dal was also less in quantity,1
restaurant only for guys for booze n food that is not expensive Had only lite snacks,0
I had food a chicken chilly and manchurian Quality is very less they have only 5 small chicken piaces in both dishes,0
Quantity of shake provided does not justify the price,1
The Nutella Ferraro rocher shake is less thick and less flavourful now The old lokoja was the reason I would order from Smooth Blender almost everyday,0
Accessories was not provided,1
Today I have food the food online   they deliver the food on time   but the food was too spicy   quality of the food is not up to mark   pricing is too high for the food they provided,1
This was a restaurant where I used to frequently order for home delivery But over the years the quality has been going down food quality going down and its no fun going here any more,1
potion quantity was much less,1
it was very salty and spicy,1
very spicy foodextreme and chicken wasnt cooked properly,0
too much of azinomoto in momos also momos were very deep fried roll was very hard,0
Very average food chicken poor but it was like chicken fried rice with chicken pieces here and there Will never visit again Please spare yourself from this restaurant,0
food chicken do peyajafelt like the gravy mixed of flour chicken was not properly cooked,0
A Punjabi chicken that will make punjabis go  brrrruuuuuuaaaaahhh puttar Quantity is a little less for bahubali eaters but then again who shares chicken,0
Found stlokojas in Dal fry,1
paneer is too tight and very lesscurry test is like a nonveg curry,0
food full chicken Tikka masala but got only half Other two items quality and quantity was as expected,0
got food poisoningnext day vomitg,1
food online from this restaurantthe chicken Fried rice and chicken manchurian gravy was amazingi gulped it all down Hoping to order many more times,0
It was like eating raw chilli power and green chillies with chicken and cabbage put in between too much spicy how can you feed this to any living being cant even sleep anymore  too bad  too spicy too bad,0
They deliver cold food The delivery guy has no clue about the area Took 2 hours to deliver the food Im never going to order again from this restaurant,0
"1 Chicken hunaan 
2 Hot and sour soup 
3 Ambience 
4 Chicken lollipop with schezwan sauce 
5 Ginger chicken 
6 Service",0
"lokoja of a kind recipes and unbelievable taste from chef snow Must try chicken burger and pumpkin spice latte
While delivery they gave me surprise Discount coupon on my first order",1
supper testy,1
tesry,1
suppee,1
Quantity was less you need to order 2 poor for 1 person,0
The food didnt much quantity,1
too much oil in rice items,1
salan was not provided,1
ok ok poor,1
food quality was not up to mark,1
the poor was dry and the raita had more water than curd,0
the chicken is always very dry,0
I had food two pcs of Plain Paratha Butthe Restaurant sended me only 1 pcs of Paratha,0
chicken fried rice was average and the milk shake with customization of ice cream they didnot put it,0
the food received was very cold,0
no chicken piecesRice is less quantity,0
I have not received my food,1
I food mutton poor but I got chicken poor,0
unsatisfactorywhere as per the discussion veg roll was not sent even when I repeated the order,1
food was average roti was not properly rost panner sabji taste less,0
26686031 already surrender telephlokoja but new connection till date not given connection KSIY,1
soso,1
too much spicy even after instructing not to do so,1
yum food,1
Dumplings are very small in size,0
the chicken in the momo was not cooked and the veggies as well,0
very spicy chutney,1
veg roll was filled with only lokoja vegetable which is ONION,1
food for Chicken Momos received Veg Momos,0
cooking instructions not followed,1
Food was delivered cold and instructions were not followed Onion was put in the roll For chicken Momos there was no stuffing Veggies were stuffed with onion in Chicken Momos It is a scam in the name of low price I threw my food,0
Manchurian was very salty,1
test west,1
low quality low quantity,1
for the price not as expected quantity was very less,0
no spoons no tissues,1
supper delivery,1
kabab was too bad,0
it was tasty not spicy,1
I food paneer Kolhapuri but I no where felt the Kolhapuri spicy,1
Visited for Sunday dinner with entire family for a vegetarian buffet  We started our buffet with nimbu paani and butter milk followed by chole chaat and samosa chole dahi chaatMain course had matar pakodadahi k kababchapatipooripaneer ki sabzi imli Pani maal pua daal baati churmakaddu Ka halwa Ended with a kulfi,1
very spicy and oily food,1
lot of gravy less of chicken,0
The taste of the food didnt meet our expection,1
Average restaurant Expected really spicy food but it was normal Kawab is average there,0
Quantity very less,1
not satified,1
"Nayige ondu hothu Uta Hakdru nam mane kayutte niyathinda irutte adre ivarglu varshagattale ille iddu illina
Anna  Niru Uta Thindkondu namge nam bhashe jagada bagge ketdagi mathadthira
Kannada bekagilla anthira matte shata keloke illige banduu jeevana madthidira bevarsigala tolgi nim urge Hottege en thinthira thu nim janmkke Fuck your mind set thinking your hotel and you people",0
I had food food from this restaurant peas masala roti dal tadka and zeera rice The food was average Not a restaurant to be visited by families lokoja can order food from here,0
Small Budget drink session with mouth watering Manglorean food  But the rating goes down for the ambience I think its a restaurant only for guys,0
chicken is hard and rubberyelse would have given 5,0
food had too much coloring and both chicken and paneer tasted the same,0
Never received my order,1
DO NOT ORDER FROM THIS PLAC,1
NiceÃ‚â€¦,1
on Time Thinking,1
it was spicy,1
yas,1
Rice quality and taste is too bad,0
Sugar crystals are not dissolved at all Bottom of the glass is full of sugar crystals,1
Cut fruits was very small in size,0
juice was half empty,0
quantity was very less to the price paid,1
food not cooked properly,1
But salt was not there in  masala,1
very much satisfiedawesome food,1
food their Badam Pista Kesar Matka Kulfi At first the kulfi seemed to be very normal and plain but when you keep digging in the pot theres more nuts to be explored,1
the rice was half cooked and food was cold when delivered,0
food was delivered later than proposed,1
Mutton was old stock,1
low quality packaging was not by ammi poor,0
the food was not cooked properly,1
very less quantitynon spicy,1
Not that greatexpensive too,1
Average ambience Average food  average taste Briyani looks like made few days back,0
Did not follow instructions given in app,1
Half baked Masala wasnt fried properly Deep fry for lollipop,0
food too cold,0
could improve,1
Never got delivered,1
no condiment provided with the food,1
Dissapointing,1
Sir the food is not upto the mark Foodiction should work on it,1
I received Papdi Masala instead of Dahi Samosa Chaat,1
"No other restaurant than dis hotel servers hot food at mid night just people like me who are nocturnals
And imagine d cold winter of banglore and a hot role of their chicken roll is the best combination",1
A very gd restaurant for team lunch Variety of dishes and beer,1
